10.17094	-0.141636
10.26862	-0.137729
10.3663	-0.137729
10.439561	-0.137729
10.512821	-0.141636
10.586081	-0.137729
10.659341	-0.153358
10.757021	-0.168987
10.805861	-0.178755
10.927961	-0.180708
10.976801	-0.176801
11.050061	-0.168987
11.123321	-0.157265
11.221001	-0.157265
11.269841	-0.155311
11.367521	-0.159219
11.465202	-0.167033
11.514042	-0.168987
11.587302	-0.168987
11.684982	-0.167033
11.758242	-0.178755
11.807082	-0.176801
11.904762	-0.172894
11.978022	-0.167033
12.051282	-0.167033
12.124542	-0.167033
12.197802	-0.172894
12.295482	-0.174847
12.368742	-0.174847
12.442002	-0.176801
12.490842	-0.178755
12.612943	-0.176801
12.686203	-0.172894
12.735043	-0.176801
12.832724	-0.176801
12.905984	-0.180708
12.930404	-0.184615
13.052504	-0.184615
13.150184	-0.184615
13.223444	-0.182662
13.296704	-0.190476
13.369964	-0.19243
13.418804	-0.190476
13.516484	-0.194383
13.614164	-0.19243
13.663004	-0.196337
13.760684	-0.190476
13.809524	-0.19243
13.907205	-0.200244
13.980465	-0.202198
14.053725	-0.200244
14.126985	-0.200244
14.224665	-0.204151
14.273505	-0.208059
14.346765	-0.202198
14.468865	-0.204151
14.615385	-0.204151
14.664225	-0.206105
14.761905	-0.213919
14.835165	-0.211966
14.884005	-0.213919
14.981686	-0.211966
15.079366	-0.21978
15.128206	-0.213919
15.250306	-0.213919
15.299146	-0.221734
15.372406	-0.225641
15.470086	-0.225641
15.543346	-0.221734
15.616606	-0.229548
15.689866	-0.223687
15.787546	-0.223687
15.860806	-0.233455
15.909646	-0.229548
16.031747	-0.235409
16.080587	-0.235409
16.153847	-0.235409
16.251527	-0.239316
16.300367	-0.239316
16.422467	-0.21978
16.495727	-0.247131
16.544567	-0.276435
16.642247	-0.29011
16.715507	-0.292064
16.788767	-0.29011
16.886447	-0.274481
16.959707	-0.264713
17.032968	-0.262759
17.106228	-0.262759
17.179488	-0.270574
17.277168	-0.303785
17.374848	-0.278388
17.423688	-0.227595
17.496948	-0.194383
17.594628	-0.190476
17.667888	-0.208059
17.716728	-0.225641
17.814408	-0.243223
17.887668	-0.256899
17.960928	-0.270574
18.083028	-0.272527
18.131869	-0.272527
18.205129	-0.272527
18.302809	-0.278388
18.376069	-0.280342
18.424909	-0.282295
18.547009	-0.278388
18.620269	-0.286203
18.669109	-0.29011
18.791209	-0.294017
18.864469	-0.295971
18.913309	-0.297924
19.010989	-0.299878
19.084249	-0.315507
19.15751	-0.321368
19.25519	-0.333089
19.40171	-0.374115
19.49939	-0.442491
19.57265	-0.520635
19.64591	-0.577289
19.71917	-0.590965
19.84127	-0.563614
19.86569	-0.510867
19.96337	-0.465934
20.06105	-0.444444
20.15873	-0.432723
20.20757	-0.432723
20.329671	-0.454212
20.354091	-0.481563
20.451771	-0.512821
20.573871	-0.518681
20.647131	-0.503053
20.695971	-0.48547
20.793651	-0.473748
20.891331	-0.469841
20.940171	-0.467888
21.037851	-0.454212
21.111111	-0.43663
21.184371	-0.430769
21.282052	-0.421001
21.330892	-0.413187
21.404152	-0.407326
21.526252	-0.397558
21.599512	-0.399512
21.672772	-0.401465
21.746032	-0.403419
21.819292	-0.397558
21.916972	-0.397558
21.990232	-0.403419
22.063492	-0.405372
22.112332	-0.411233
22.234432	-0.422955
22.258852	-0.432723
22.356533	-0.450305
22.454213	-0.469841
22.527473	-0.505006
22.600733	-0.530403
22.673993	-0.542125
22.747253	-0.536264
22.820513	-0.538217
22.942613	-0.532357
23.015873	-0.514774
23.089133	-0.495238
23.186813	-0.481563
23.260073	-0.481563
23.333333	-0.489377
23.406594	-0.505006
23.504274	-0.514774
23.577534	-0.526496
23.675214	-0.526496
23.699634	-0.520635
23.772894	-0.518681
23.894994	-0.520635
23.968254	-0.524542
24.041514	-0.524542
24.163614	-0.520635
24.310134	-0.522589
24.358974	-0.528449
24.432234	-0.53431
24.505495	-0.540171
24.603175	-0.547985
24.700855	-0.553846
24.749695	-0.559707
24.798535	-0.565568
24.945055	-0.579243
24.993895	-0.585104
25.067157	-0.585104
25.164837	-0.598779
