0.647131	-0.042735
0.647131	-0.042735
0.647131	-0.045177
0.647131	-0.045177
0.647131	-0.045177
0.695971	-0.045177
0.695971	-0.045177
0.720391	-0.045177
0.769231	-0.047619
0.842491	-0.047619
0.915751	-0.047619
0.989011	-0.050061
1.062271	-0.050061
1.159951	-0.050061
1.233211	-0.052503
1.306471	-0.050061
1.379731	-0.050061
1.452991	-0.052503
1.575092	-0.052503
1.623932	-0.050061
1.697192	-0.052503
1.770452	-0.054945
1.868132	-0.052503
1.941392	-0.054945
2.039072	-0.054945
2.112332	-0.054945
2.161172	-0.054945
2.258852	-0.054945
2.332112	-0.054945
2.405372	-0.054945
2.503053	-0.054945
2.576313	-0.054945
2.649573	-0.054945
2.722833	-0.054945
2.820513	-0.054945
2.869353	-0.057387
2.967033	-0.054945
3.040293	-0.057387
3.137973	-0.054945
3.211233	-0.054945
3.284493	-0.057387
3.357754	-0.057387
3.455434	-0.057387
3.528694	-0.057387
3.601954	-0.057387
3.675214	-0.057387
3.772894	-0.057387
3.846154	-0.057387
3.919414	-0.057387
4.017094	-0.059829
4.065934	-0.059829
4.163614	-0.059829
4.212454	-0.062271
4.310134	-0.062271
4.407815	-0.064713
4.481075	-0.067155
4.554335	-0.074481
4.627595	-0.076923
4.725275	-0.081807
4.774115	-0.089133
4.847375	-0.098901
5.018315	-0.111111
5.091575	-0.130647
5.189255	-0.147741
5.262515	-0.164835
5.335775	-0.184371
5.409035	-0.206349
5.506716	-0.230769
5.579976	-0.257631
5.653236	-0.289377
5.702076	-0.318681
5.824176	-0.350427
5.897436	-0.379731
5.995116	-0.406593
6.068376	-0.431013
6.141636	-0.445665
6.214896	-0.455433
6.288157	-0.455433
6.385837	-0.455433
6.459097	-0.450549
6.507937	-0.443223
6.605617	-0.435897
6.678877	-0.426129
6.752137	-0.413919
6.849817	-0.401709
6.923077	-0.387057
6.996337	-0.377289
7.094017	-0.362637
7.167277	-0.347985
7.240538	-0.333333
7.313798	-0.318681
7.411478	-0.306471
7.460318	-0.291819
7.557998	-0.279609
7.655678	-0.267399
7.728938	-0.252747
7.802198	-0.240537
7.875458	-0.230769
7.924298	-0.221001
8.021978	-0.213675
8.119658	-0.206349
8.192918	-0.201465
8.266179	-0.199023
8.363859	-0.199023
8.412699	-0.199023
8.510379	-0.201465
8.583639	-0.206349
8.656899	-0.213675
8.730159	-0.221001
8.827839	-0.233211
8.901099	-0.247863
8.974359	-0.267399
9.072039	-0.286935
9.120879	-0.308913
9.218559	-0.338217
9.31624	-0.367521
9.36508	-0.399267
9.46276	-0.438339
9.53602	-0.482295
9.60928	-0.526252
9.70696	-0.577534
9.8779	-0.648352
9.90232	-0.746032
10.02442	-0.819292
10.09768	-0.892552
10.19536	-0.970696
10.2442	-1.051282
10.31746	-1.136752
10.390721	-1.229548
10.488401	-1.327228
10.561661	-1.422466
10.634921	-1.517704
10.732601	-1.603175
10.805861	-1.681319
10.879121	-1.737485
10.976801	-1.771673
11.050061	-1.778999
11.123321	-1.761905
11.196581	-1.722833
11.269841	-1.669109
11.343101	-1.610501
11.416361	-1.547009
11.514042	-1.478632
11.587302	-1.410256
11.660562	-1.334554
11.733822	-1.253968
11.782662	-1.175824
11.880342	-1.09768
11.953602	-1.026862
12.051282	-0.956044
12.100122	-0.89011
12.197802	-0.82906
12.246642	-0.76801
12.344322	-0.714286
12.417582	-0.660562
12.490842	-0.611722
12.588523	-0.565324
12.637363	-0.52381
12.735043	-0.487179
12.808304	-0.452991
12.881564	-0.428571
12.954824	-0.404151
13.052504	-0.389499
13.101344	-0.377289
13.174604	-0.372405
13.272284	-0.372405
13.345544	-0.377289
13.394384	-0.384615
13.492064	-0.401709
13.565324	-0.423687
13.638584	-0.450549
13.711844	-0.484737
13.809524	-0.526252
13.882785	-0.579976
13.980465	-0.6337
14.029305	-0.69475
14.102565	-0.765568
14.175825	-0.843712
14.273505	-0.929182
14.371185	-1.019536
14.444445	-1.124542
14.590965	-1.28083
14.639805	-1.473748
14.761905	-1.627595
14.835165	-1.776557
14.884005	-1.940171
14.957266	-2.113553
15.054946	-2.299145
15.128206	-2.492064
15.225886	-2.67033
15.299146	-2.868132
15.372406	-3.01221
15.445666	-3.236874
15.543346	-3.451771
15.592186	-3.625153
15.689866	-3.769231
15.763126	-3.886447
15.836386	-3.940171
15.934066	-3.935287
15.982907	-3.893773
16.080587	-3.818071
16.153847	-3.715507
16.251527	-3.590965
16.324787	-3.451771
16.373627	-3.297924
16.446887	-3.131868
16.520147	-2.953602
16.642247	-2.765568
16.691087	-2.56044
16.788767	-2.357753
16.862027	-2.172161
16.935287	-1.998779
17.008547	-1.830281
17.106228	-1.676435
17.155068	-1.532357
17.228328	-1.393162
17.326008	-1.261294
17.423688	-1.14652
17.472528	-1.041514
17.570208	-0.95116
17.619048	-0.873016
17.741148	-0.80464
17.789988	-0.750916
17.887668	-0.709402
17.960928	-0.680098
18.034188	-0.660562
18.107449	-0.648352
18.180709	-0.64591
18.302809	-0.65812
18.376069	-0.680098
18.449329	-0.711844
18.522589	-0.758242
18.595849	-0.81685
18.693529	-0.892552
18.742369	-0.978022
18.840049	-1.078144
18.913309	-1.185592
18.986569	-1.310134
19.059829	-1.442002
19.15751	-1.590965
19.23077	-1.757021
19.37729	-1.991453
19.47497	-2.299145
19.54823	-2.557997
19.62149	-2.794872
19.71917	-3.039072
19.81685	-3.30525
19.86569	-3.593407
19.96337	-3.886447
20.03663	-4.191697
20.10989	-4.509158
20.20757	-4.748474
